url,price,year,name,ID,Marca,Modelo,Versión,Año,Cilindrada,Kilómetros,Puertas,Tipo de combustible,Placa
https://articulo.tucarro.com.co/MCO-544080730-c180-cgimec-1600cc-_JM#position=12&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,49.900.000,2013 | 86000 km,Mercedes-benz Clase C C180 Cgi,MCO544080730,Mercedes-Benz,Clase C,C180 CGI,2013,1600 cc,86.000 km,4,Gasolina,HBM586
https://articulo.tucarro.com.co/MCO-551405990-mercedes-benz-c200-exclusive-20-aut-ivx244-_JM#position=13&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,89.000.000,2016 | 43200 km,Mercedes-benz Clase C Exclusive 2.0 Aut,MCO551405990,Mercedes-Benz,Clase C,EXCLUSIVE 2.0 AUT,2016,2000 cc,43.200 km,4,Gasolina,IVX244
https://articulo.tucarro.com.co/MCO-553380709-mercedes-benz-c180-kompressor-_JM#position=14&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,28.500.000,2005 | 118500 km,Mercedes-benz Clase C Clase C 180,MCO553380709,Mercedes-Benz,Clase C,Clase C 180,2005,,118.500 km,5,Gasolina,cxn653
https://articulo.tucarro.com.co/MCO-550471391-mercedes-benz-clase-c-c220-_JM#position=15&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,22.000.000,1994 | 221000 km,Mercedes-benz Clase C C220,MCO550471391,Mercedes-Benz,Clase C,C220,1994,,221.000 km,5,Gasolina,BHZ-851
https://articulo.tucarro.com.co/MCO-548345682-mercedes-benz-clase-c-c320-modelo-2005-3200cc-at-_JM#position=16&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,26.900.000,2005 | 140270 km,Mercedes-benz Clase C C320,MCO548345682,Mercedes-Benz,Clase C,C320,2005,3200 cc,140.270 km,5,Gasolina,FAW265
https://articulo.tucarro.com.co/MCO-554367555-mercedes-benz-clase-c-c180-avantgarde-_JM#position=17&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,110.000.000,2019 | 19500 km,Mercedes-benz Clase C C180 Avantgarde,MCO554367555,Mercedes-Benz,Clase C,C180 AVANTGARDE,2019,1600 cc,19.500 km,4,Gasolina,FQU983
https://articulo.tucarro.com.co/MCO-553443559-mercedes-benz-clase-c-c-200-kompresrelegance-_JM#position=18&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,39.000.000,2008 | 87000 km,Mercedes-benz Clase C C 200 Kompresrelegance,MCO553443559,Mercedes-Benz,Clase C,C 200 KOMPRESRELEGANCE,2008,1800 cc,87.000 km,4,Gasolina,CDZ929
https://articulo.tucarro.com.co/MCO-553338257-mercedes-benz-clase-c-c200-exclusive-2020-_JM#position=19&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,122.900.000,2020 | 0 km,Mercedes-benz Clase C C200 Exclusive 2020,MCO553338257,Mercedes-Benz,Clase C,C200 Exclusive 2020,2020,,0 km,4,Gasolina,4
https://articulo.tucarro.com.co/MCO-517286229-mercedes-benz-clase-c-250-2012-_JM#position=20&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,58.000.000,2012 | 84000 km,Mercedes-benz Clase C C,MCO517286229,Mercedes-Benz,Clase C,C,2012,,84.000 km,4,Gasolina y gas,*****2
https://articulo.tucarro.com.co/MCO-554040793-mercedes-benz-clase-c-c250-amg-20-at-_JM#position=21&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,105.000.000,2016 | 24500 km,Mercedes-benz Clase C C250 Amg 2.0 At,MCO554040793,Mercedes-Benz,Clase C,C250 AMG 2.0 AT,2016,2000 cc,24.500 km,5,Gasolina,IXZ155
https://articulo.tucarro.com.co/MCO-553909080-mercedes-benz-clase-c-c-180-18-at-amg-_JM#position=22&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,32.000.000,2006 | 114400 km,Mercedes-benz Clase C C 180 1.8 At Amg,MCO553909080,Mercedes-Benz,Clase C,C 180 1.8 AT AMG,2006,1800 cc,114.400 km,4,Gasolina,BTT982
https://articulo.tucarro.com.co/MCO-553265187-mercedes-benz-clase-c-cgi-turbo-at-_JM#position=23&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,63.500.000,2012 | 49000 km,Mercedes-benz Clase C Cgi Turbo At,MCO553265187,Mercedes-Benz,Clase C,CGI TURBO AT,2012,180 cc,49.000 km,3,Gasolina,ndr115
https://articulo.tucarro.com.co/MCO-553012611-mercedes-benz-clase-c-c-180-_JM#position=24&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,80.000.000,2016 | 28000 km,Mercedes-benz Clase C C 180,MCO553012611,Mercedes-Benz,Clase C,C 180,2016,,28.000 km,4,Gasolina,IWQ137
https://articulo.tucarro.com.co/MCO-552227866-mercedes-benz-clase-c-16-tp-_JM#position=25&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,103.000.000,2018 | 15800 km,Mercedes-benz Clase C 1.6 Tp,MCO552227866,Mercedes-Benz,Clase C,1.6 TP,2018,,15.800 km,4,Gasolina,EBP624
https://articulo.tucarro.com.co/MCO-550697950-mercedes-benz-clase-c-180-avantgarde-_JM#position=26&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,72.000.000,2016 | 31572 km,Mercedes-benz Clase C 180 Avantgarde,MCO550697950,Mercedes-Benz,Clase C,180 AVANTGARDE,2016,,31.572 km,5,Gasolina,UDU958
https://articulo.tucarro.com.co/MCO-554342337-mercedes-benz-clase-c-200-tp-2000cc-t-ct-aa-_JM#position=27&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,75.000.000,2016 | 72000 km,Mercedes-benz Clase C 200 Tp 2000cc T Ct Aa,MCO554342337,Mercedes-Benz,Clase C,200 TP 2000CC T CT AA,2016,2000 cc,72.000 km,4,Gasolina,JEO 259
https://articulo.tucarro.com.co/MCO-553597997-mercedes-benz-clase-c-180-cgi-mt-1600-aa-ab-_JM#position=28&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,58.000.000,2013 | 40736 km,Mercedes-benz Clase C 180 Cgi Mt 1600 Aa Ab,MCO553597997,Mercedes-Benz,Clase C,180 CGI MT 1600 AA AB,2013,,40.736 km,4,Gasolina,HCL451
https://articulo.tucarro.com.co/MCO-552864260-mercedes-benz-c250-cgi-kir-amg-automatica-4x2-gasolina-20-_JM#position=29&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,99.900.000,2017 | 35205 km,Mercedes-benz Clase C 250 Cgi At 4x2 Gsl 2.0,MCO552864260,Mercedes-Benz,Clase C,250 CGI AT 4X2 GSL 2.0,2017,2000 cc,35.205 km,4,Gasolina,IXP682
https://articulo.tucarro.com.co/MCO-550258118-mercedes-benz-clase-c-200-kompressor-18-automatico-sedan-_JM#position=30&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,41.000.000,2008 | 142000 km,Mercedes-benz Clase C 200 Kompressor 1.8 Automático Sedán,MCO550258118,Mercedes-Benz,Clase C,200 Kompressor 1.8 Automático Sedán,2008,1800 cc,142.000 km,4,Gasolina,CXU720
https://articulo.tucarro.com.co/MCO-548418165-mercedes-benz-clase-c-200-kompressor-18-automatico-sedan-_JM#position=31&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,41.500.000,2008 | 109238 km,Mercedes-benz Clase C 200 Kompressor 1.8 Automático Sedán,MCO548418165,Mercedes-Benz,Clase C,200 Kompressor 1.8 Automático Sedán,2008,1800 cc,109.238 km,4,Gasolina,CXD 061
https://articulo.tucarro.com.co/MCO-552151670-mercedes-benz-c200-exclusive-automatica-sec-2016-20-rwd-309-_JM#position=32&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,89.000.000,2016 | 35775 km,Mercedes-benz Clase C 200 Exclusive,MCO552151670,Mercedes-Benz,Clase C,200 EXCLUSIVE,2016,2000 cc,35.775 km,5,Gasolina,XXX309
https://articulo.tucarro.com.co/MCO-548976814-mercedes-benz-clase-c-180-kompressor-mt-1800cc-t-aa-_JM#position=33&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,38.900.000,2009 | 91000 km,Mercedes-benz Clase C 180 Kompressor Mt 1800cc T Aa,MCO548976814,Mercedes-Benz,Clase C,180 KOMPRESSOR MT 1800CC T AA,2009,1800 cc,91.000 km,4,Gasolina,DCE 104
https://articulo.tucarro.com.co/MCO-551529375-mercedes-benz-c-180-automatico-4x2-gasolina-_JM#position=34&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,62.500.000,2012 | 39871 km,Mercedes-benz Clase C Automatica 4x2 Gasolina,MCO551529375,Mercedes-Benz,Clase C,AUTOMATICA 4X2 GASOLINA,2012,1800 cc,39.871 km,4,Gasolina,KHR815
https://articulo.tucarro.com.co/MCO-553181958-mercedes-benz-c180-cgi-mt-2013-_JM#position=35&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,59.500.000,2013 | 37200 km,Mercedes-benz Clase C 180 Cgi,MCO553181958,Mercedes-Benz,Clase C,180 CGI,2013,1600 cc,37.200 km,4,Gasolina,HCK665
https://articulo.tucarro.com.co/MCO-553380266-mercedes-benz-clase-c-c-180-kompressor-_JM#position=36&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,35.700.000,2009 | 110000 km,Mercedes-benz Clase C C 180 Kompressor,MCO553380266,Mercedes-Benz,Clase C,C 180 Kompressor,2009,1800 cc,110.000 km,4,Gasolina,DCL082
https://articulo.tucarro.com.co/MCO-548824737-mercedes-benz-clase-c-c220-cdi-2013-_JM#position=37&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,62.000.000,2013 | 51000 km,Mercedes-benz Clase C Mercedes Benz Clase C C220 Cdi 2013,MCO548824737,Mercedes-Benz,Clase C,Mercedes Benz Clase C C220 Cdi 2013,2013,2200 cc,51.000 km,5,Diésel,2
https://articulo.tucarro.com.co/MCO-552476970-mercedes-benz-clase-c-c200-cgi-avantgarden-_JM#position=38&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,58.900.000,2012 | 46500 km,Mercedes-benz Clase C C200 Cgi Avantgarden,MCO552476970,Mercedes-Benz,Clase C,C200 CGI Avantgarden,2012,,46.500 km,5,Gasolina,DFS512
https://articulo.tucarro.com.co/MCO-554550756-mercedes-benz-clase-c-180-sedan-_JM#position=39&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,105.000.000,2019 | 12621 km,Mercedes-benz Clase C 180 Sedan,MCO554550756,Mercedes-Benz,Clase C,180 Sedan,2019,1600 cc,12.621 km,4,Gasolina,FPQ907
https://articulo.tucarro.com.co/MCO-554517814-mercedes-benz-clase-c-200-cgi-_JM#position=40&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,69.000.000,2014 | 44000 km,Mercedes-benz Clase C 200 Cgi,MCO554517814,Mercedes-Benz,Clase C,200 CGI,2014,1796 cc,44.000 km,4,Gasolina,NBU303
https://articulo.tucarro.com.co/MCO-554452213-mercedes-benz-clase-c-200-cgi-t-18-at-_JM#position=41&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,57.000.000,2011 | 42600 km,Mercedes-benz Clase C 200 Cgi T 1.8 At,MCO554452213,Mercedes-Benz,Clase C,200 CGI T 1.8 AT,2011,1800 cc,42.600 km,5,Gasolina,RCY401
https://articulo.tucarro.com.co/MCO-554390694-mercedes-benz-clase-c-c-300-30-tp-_JM#position=42&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,62.000.000,2008 | 53300 km,Mercedes-benz Clase C C 300 3.0 Tp,MCO554390694,Mercedes-Benz,Clase C,C 300 3.0 TP,2008,,53.300 km,5,Gasolina,CYQ031
https://articulo.tucarro.com.co/MCO-553907834-mercedes-benz-clase-c-c-250-cgi-18tp-avantgarde-amg-_JM#position=43&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,69.000.000,2012 | 55000 km,Mercedes-benz Clase C C 250 Cgi 1.8tp Avantgarde Amg,MCO553907834,Mercedes-Benz,Clase C,C 250 CGI 1.8TP AVANTGARDE AMG,2012,1800 cc,55.000 km,4,Gasolina,*****2
https://articulo.tucarro.com.co/MCO-553436796-mercedes-benz-clase-c-200-_JM#position=44&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,44.000.000,2009 | 43800 km,Mercedes-benz Clase C 200,MCO553436796,Mercedes-Benz,Clase C,200,2009,1800 cc,43.800 km,4,Gasolina,XXXXX3
https://articulo.tucarro.com.co/MCO-552899510-mercedes-benz-clase-c-efficiency-180-tp-1800-_JM#position=45&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,58.000.000,2012 | 102000 km,Mercedes-benz Clase C Efficiency 180 Tp 1800,MCO552899510,Mercedes-Benz,Clase C,EFFICIENCY 180 TP 1800,2012,1800 cc,102.000 km,4,Gasolina,DFS031
https://articulo.tucarro.com.co/MCO-551676105-mercedes-benz-clase-c-cgi-c-180-_JM#position=46&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,46.000.000,2011 | 78000 km,Mercedes-benz Clase C Cgi C 180,MCO551676105,Mercedes-Benz,Clase C,CGI C 180,2011,1800 cc,78.000 km,4,Gasolina,REM-548
https://articulo.tucarro.com.co/MCO-551665539-mercedes-benz-clase-c-c200-kompressor-_JM#position=47&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,37.800.000,2008 | 109670 km,Mercedes-benz Clase C C200 Kompressor,MCO551665539,Mercedes-Benz,Clase C,C200 KOMPRESSOR,2008,,109.670 km,4,Gasolina,CXD061
https://articulo.tucarro.com.co/MCO-550152808-mercedes-benz-clase-c-230-ce-_JM#position=48&type=item&tracking_id=36dcce0b-cd90-4f25-aea1-f198cdd42c1f,36.000.000,1983 | 0 km,Mercedes-benz Clase C 230 Ce,MCO550152808,Mercedes-Benz,Clase C,230 CE,1983,2300 cc,0 km,2,Gasolina,AOG234
https://articulo.tucarro.com.co/MCO-548045645-mercedes-benz-clase-c-c-200-avantgarden-18cc-at-aa-_JM#position=1&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,58.000.000,2012 | 104000 km,Mercedes-benz Clase C C-200 Avantgarden 1.8cc At Aa,MCO548045645,Mercedes-Benz,Clase C,C-200 Avantgarden 1.8cc AT AA,2012,,104.000 km,4,Gasolina,RJQ-642
https://articulo.tucarro.com.co/MCO-554518079-mercedes-benz-clase-c-c-200-20-at-_JM#position=2&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,82.000.000,2016 | 25500 km,Mercedes-benz Clase C C 200 2.0 At,MCO554518079,Mercedes-Benz,Clase C,C 200 2.0 AT,2016,2000 cc,25.500 km,5,Gasolina,IXW533
https://articulo.tucarro.com.co/MCO-549748752-mercedes-benz-clase-c-c180-cgi-blue-efficient-1800-c-_JM#position=3&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,59.900.000,2012 | 63500 km,Mercedes-benz Clase C C180 Cgi Blue Efficient 1800 C,MCO549748752,Mercedes-Benz,Clase C,C180 CGI Blue Efficient 1800 C,2012,,63.500 km,4,Gasolina,DLV-597
https://articulo.tucarro.com.co/MCO-549666857-mercedes-benz-clase-c-c-180-_JM#position=4&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,46.500.000,2008 | 106000 km,Mercedes-benz Clase C C 180,MCO549666857,Mercedes-Benz,Clase C,C 180,2008,,106.000 km,,Gasolina,CYQ-270
https://articulo.tucarro.com.co/MCO-553035738-mercedes-c350-sportcoupe-amg-_JM#position=5&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,51.000.000,2007 | 78000 km,Mercedes-benz Clase C Clc350 Amg Sportcoupe,MCO553035738,Mercedes-Benz,Clase C,clc350 amg sportcoupe,2007,3500 cc,78.000 km,2,Gasolina,BPG279
https://articulo.tucarro.com.co/MCO-551296892-mercedes-benz-clase-c-c200-cgi-avantgarde-_JM#position=6&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,65.000.000,2012 | 28000 km,Mercedes-benz Clase C C200 Cgi Avantgarde,MCO551296892,Mercedes-Benz,Clase C,C200 CGI Avantgarde,2012,,28.000 km,5,Gasolina,MPM709
https://articulo.tucarro.com.co/MCO-551497438-mercedes-benz-clase-c-c200-cabriolet-2017-_JM#position=7&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,115.800.000,2017 | 21000 km,Mercedes-benz Clase C C200 Cabriolet 2017,MCO551497438,Mercedes-Benz,Clase C,C200 CABRIOLET 2017,2017,2000 cc,21.000 km,2,Gasolina,IRR458
https://articulo.tucarro.com.co/MCO-550688046-mercedes-c200-2012-at-advangard-_JM#position=8&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,53.900.000,2012 | 57900 km,Mercedes-benz Clase C C200 Advangard,MCO550688046,Mercedes-Benz,Clase C,C200 ADVANGARD,2012,,57.900 km,4,Gasolina,9
https://articulo.tucarro.com.co/MCO-551475560-mercedes-benz-clase-c-c-180-kompressor-_JM#position=9&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,30.500.000,2006 | 106000 km,Mercedes-benz Clase C C 180 Kompressor,MCO551475560,Mercedes-Benz,Clase C,c 180 kompressor,2006,,106.000 km,4,Gasolina,BTE645
https://articulo.tucarro.com.co/MCO-549232113-mercedes-benz-clase-c-amg-line-2018-_JM#position=10&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,122.000.000,2018 | 12000 km,Mercedes-benz Clase C C250 Amg Line 2018,MCO549232113,Mercedes-Benz,Clase C,C250 AMG Line 2018,2018,2 cc,12.000 km,4,Gasolina,Eju201
https://articulo.tucarro.com.co/MCO-553133451-mercedes-benz-c180-_JM#position=11&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,87.000.000,2017 | 27700 km,Mercedes-benz Clase C C 180,MCO553133451,Mercedes-Benz,Clase C,C 180,2017,1600 cc,27.700 km,4,Gasolina,JKL517
https://articulo.tucarro.com.co/MCO-554226749-mercedes-benz-c180-cgi-en-excelente-estado-_JM#position=12&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,83.000.000,2017 | 28149 km,Mercedes-benz Clase C C180 Avantgarde,MCO554226749,Mercedes-Benz,Clase C,C180 Avantgarde,2017,1600 cc,28.149 km,4,Gasolina,JEO399
https://articulo.tucarro.com.co/MCO-551817386-mercedes-benz-clase-c-180-motor-1600-at-_JM#position=13&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,77.900.000,2016 | 34000 km,Mercedes-benz Clase C 180 Motor 1.600 A/t,MCO551817386,Mercedes-Benz,Clase C,180 Motor 1.600 A/T,2016,,34.000 km,4,Gasolina,IYU339
https://articulo.tucarro.com.co/MCO-552006717-mercedes-benz-c200-cgi-blue-_JM#position=14&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,49.900.000,2010 | 109000 km,Mercedes-benz Clase C C200 Cgi Blue,MCO552006717,Mercedes-Benz,Clase C,C200 CGI BLUE,2010,1796 cc,109.000 km,4,Gasolina,RBZ211
https://articulo.tucarro.com.co/MCO-538653632-mercedes-benz-c250-cgi-20-kit-amg-automatico-4x2-gasolina-_JM#position=15&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,99.900.000,2017 | 42264 km,Mercedes-benz Clase C 250 Cgi At 4x2 Gsl 2000cc,MCO538653632,Mercedes-Benz,Clase C,250 CGI AT 4X2 GSL 2000CC,2017,2000 cc,42.264 km,4,Gasolina,JCR981
https://articulo.tucarro.com.co/MCO-554393027-mercedes-benz-c180-kompressor-automatico-_JM#position=16&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,29.500.000,2006 | 149989 km,Mercedes-benz Clase C C180 Kompressor Automatico,MCO554393027,Mercedes-Benz,Clase C,C180 KOMPRESSOR AUTOMATICO,2006,1800 cc,149.989 km,4,Gasolina,BSN192
https://articulo.tucarro.com.co/MCO-552541007-mercedes-benz-azul-como-nuevo-2013-no-negociable-_JM#position=17&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,65.000.000,2013 | 39538 km,Mercedes-benz Clase C Mercedes Benz C180,MCO552541007,Mercedes-Benz,Clase C,Mercedes Benz C180,2013,,39.538 km,4,Gasolina,NEL036
https://articulo.tucarro.com.co/MCO-552136071-mercedes-benz-clase-c-c-180-at-_JM#position=18&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,50.900.000,2013 | 61000 km,Mercedes-benz Clase C C 180 At,MCO552136071,Mercedes-Benz,Clase C,C 180 AT,2013,,61.000 km,4,Gasolina,HEY892
https://articulo.tucarro.com.co/MCO-553949698-mercedes-benz-clase-c-180-_JM#position=19&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,52.000.000,2013 | 48700 km,Mercedes-benz Clase C C 180,MCO553949698,Mercedes-Benz,Clase C,C 180,2013,1600 cc,48.700 km,5,Gasolina,***462
https://articulo.tucarro.com.co/MCO-550369808-mercedes-benz-c180-cgi-turbo-_JM#position=20&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,62.000.000,2014 | 55000 km,Mercedes-benz Clase C C180 Cgi,MCO550369808,Mercedes-Benz,Clase C,C180 CGI,2014,1600 cc,55.000 km,4,Gasolina,HVK584
https://articulo.tucarro.com.co/MCO-554227473-mercedes-benz-clase-c-c200-_JM#position=21&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,41.500.000,2008 | 155251 km,Mercedes-benz Clase C C200,MCO554227473,Mercedes-Benz,Clase C,C200,2008,,155.251 km,4,Gasolina,CvP875
https://articulo.tucarro.com.co/MCO-554394860-mercedes-benz-clase-c-c200-_JM#position=22&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,77.900.000,2014 | 34800 km,Mercedes-benz Clase C C200,MCO554394860,Mercedes-Benz,Clase C,C200,2014,,34.800 km,5,Gasolina,ZXW154
https://articulo.tucarro.com.co/MCO-553272266-mercedes-benz-clase-c-c200-cabriolet-_JM#position=23&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,152.000.000,2019 | 5000 km,Mercedes-benz Clase C C200 Cabriolet,MCO553272266,Mercedes-Benz,Clase C,C200 cabriolet,2019,,5.000 km,2,Gasolina,FXR654
https://articulo.tucarro.com.co/MCO-548507631-kompresor-clase-c180-mercedez-benz-_JM#position=24&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,38.000.000,2009 | 156000 km,Mercedes-benz Clase C Kompresor C180 1.8 Mc Mercedez Benz Clase C,MCO548507631,Mercedes-Benz,Clase C,Kompresor C180 1.8 MC Mercedez Benz Clase C,2009,1800 cc,156.000 km,4,Gasolina,3
https://articulo.tucarro.com.co/MCO-514909441-c-180-avantgarde-_JM#position=25&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,131.900.000,2020 | 0 km,Mercedes-benz Clase C C 180 Avantgarde,MCO514909441,Mercedes-Benz,Clase C,C 180 Avantgarde,2020,,0 km,4,Gasolina,XXX000
https://articulo.tucarro.com.co/MCO-550902965-mercedes-benz-c200-cgi-automatico-1800cc-gasolina-_JM#position=26&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,59.000.000,2013 | 85571 km,Mercedes-benz Clase C Cgi Automatica 4x2 Gsl,MCO550902965,Mercedes-Benz,Clase C,CGI AUTOMATICA 4X2 GSL,2013,1800 cc,85.571 km,4,Gasolina,MSS633
https://articulo.tucarro.com.co/MCO-543297890-mercedes-benz-clase-c-200-_JM#position=27&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,85.000.000,2016 | 69000 km,Mercedes-benz Clase C 200,MCO543297890,Mercedes-Benz,Clase C,200,2016,,69.000 km,4,Gasolina,Xxxxx3
https://articulo.tucarro.com.co/MCO-552025094-clase-c-clase-c-180-kompresor-_JM#position=28&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,38.500.000,2009 | 78000 km,Mercedes-benz Clase C 180 Kompresor,MCO552025094,Mercedes-Benz,Clase C,180 kompresor,2009,,78.000 km,4,Gasolina,9
https://articulo.tucarro.com.co/MCO-550815658-mercedes-benz-clase-c-avantgarde-cgi-_JM#position=29&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,65.600.000,2013 | 49200 km,Mercedes-benz Clase C Avantgarde Cgi,MCO550815658,Mercedes-Benz,Clase C,Avantgarde cgi,2013,1800 cc,49.200 km,4,Gasolina,NCX870
https://articulo.tucarro.com.co/MCO-552823813-mercedes-benz-clase-c-200-_JM#position=30&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,21.500.000,1997 | 153700 km,Mercedes-benz Clase C 200,MCO552823813,Mercedes-Benz,Clase C,200,1997,2000 cc,153.700 km,4,Gasolina,CSG-548
https://articulo.tucarro.com.co/MCO-554283921-mercedes-benz-clase-c-kompressor-_JM#position=31&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,59.500.000,2010 | 52000 km,Mercedes-benz Clase C Kompressor,MCO554283921,Mercedes-Benz,Clase C,Kompressor,2010,1800 cc,52.000 km,4,Gasolina,RZX 539
https://articulo.tucarro.com.co/MCO-547588957-mercedes-benz-clase-c-180-kompressor-2006-_JM#position=32&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,31.500.000,2006 | 116500 km,Mercedes-benz Clase C C 180 Kompressor,MCO547588957,Mercedes-Benz,Clase C,C 180 Kompressor,2006,1800 cc,116.500 km,4,Gasolina,BVL432
https://articulo.tucarro.com.co/MCO-551858255-mercedes-benz-c180-coupe-edition-c-_JM#position=33&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,61.900.000,2014 | 29200 km,Mercedes-benz Clase C C180 Coupe Edition C,MCO551858255,Mercedes-Benz,Clase C,C180 Coupe Edition C,2014,1600 cc,29.200 km,3,Gasolina,XXX-XX1
https://articulo.tucarro.com.co/MCO-550084382-mercedes-benz-clase-c-250-cgi-turbo-_JM#position=34&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,49.800.000,2011 | 93000 km,Mercedes-benz Clase C 250 Cgi Turbo,MCO550084382,Mercedes-Benz,Clase C,250 CGI TURBO,2011,1796 cc,93.000 km,4,Gasolina,REK250
https://articulo.tucarro.com.co/MCO-548969275-mercedes-benz-clase-c-c180-cgi-1600-cc-t-_JM#position=35&type=item&tracking_id=b8019a4c-287b-4ffa-a8cf-b8d0ad2cb42a,61.000.000,2014 | 45250 km,Mercedes-benz Clase C C180 Cgi 1600 Cc T,MCO548969275,Mercedes-Benz,Clase C,C180 CGI 1600 CC T,2014,1600 cc,45.250 km,4,Gasolina,HSQ-505
